2024-03-18 13:23:40,561: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-03-18 13:23:41,946: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-03-18 13:23:41,947: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-18 13:23:41,949: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-03-18 13:23:41,949: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-18 13:23:41,950: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 13:23:41[0m
2024-03-18 13:23:41,955: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,963: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,965: root: INFO: [32mNew market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-03-18 13:23:41,968: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-18 13:23:41[0m
2024-03-18 13:23:41,969: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:23:41,969: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,970: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,970: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-03-18 13:23:41,970: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-03-18 13:23:41,971: root: INFO: [32mFilled Transaction: buy 10 of SPY at 469.48999023 USD per share[0m
2024-03-18 13:23:41,971: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-03-18 13:23:41,976: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-18 13:23:41,977: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-03-18 13:23:41,978: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-03-18 13:23:41,979: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-03-18 13:23:41,980: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:23:41,980: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,981: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,981: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:23:41,981: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,982: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,983: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:23:41,983: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,984: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,984: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:23:41,984: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,985: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,987: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-03-18 13:23:41,988: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:23:41,988: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,989: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,989: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:23:41,990: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,991: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,992: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-03-18 13:23:41,993: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-03-18 13:23:41,993: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:23:41,993: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,993: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,994: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:23:41,994: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,994: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:23:41,996: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
