2024-03-18 13:57:32,086: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-03-18 13:57:33,676: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-03-18 13:57:33,677: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-18 13:57:33,678: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-03-18 13:57:33,678: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-18 13:57:33,680: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 13:57:33[0m
2024-03-18 13:57:33,684: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:33,692: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,842: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-03-18 13:57:35,848: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-18 13:57:35[0m
2024-03-18 13:57:35,848: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,849: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,850: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,850: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-03-18 13:57:35,850: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-03-18 13:57:35,851: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-03-18 13:57:35,851: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-03-18 13:57:35,857: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-18 13:57:35,859: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-03-18 13:57:35,860: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-03-18 13:57:35,862: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-03-18 13:57:35,862: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,863: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,864: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,864: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,864: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,865: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,867: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,867: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,868: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,869: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,869: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,870: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,873: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-03-18 13:57:35,874: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,874: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,875: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,875: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,875: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,876: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,878: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-03-18 13:57:35,878: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-03-18 13:57:35,878: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,878: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,879: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,880: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,880: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,881: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,884: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-03-18 13:57:35,885: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,886: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,887: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-18 13:57:35,887: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,887: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,889: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,889: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,890: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,891: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,892: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-03-18 13:57:35,893: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-18 13:57:35,896: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 13:57:35[0m
2024-03-18 13:57:35,897: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,898: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,899: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-18 13:57:35[0m
2024-03-18 13:57:35,899: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,899: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,900: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,901: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,901: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,902: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,904: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-18 13:57:35,905: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-03-18 13:57:35,906: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-03-18 13:57:35,909: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 13:57:35[0m
2024-03-18 13:57:35,909: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,910: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,910: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-18 13:57:35[0m
2024-03-18 13:57:35,911: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,911: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,911: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,912: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,912: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,913: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,914: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-18 13:57:35,916: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-03-18 13:57:35,916: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-03-18 13:57:35,918: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 13:57:35[0m
2024-03-18 13:57:35,918: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,919: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,919: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-18 13:57:35[0m
2024-03-18 13:57:35,920: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,920: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,920: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,921: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,921: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,922: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,923: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-18 13:57:35,924: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-03-18 13:57:35,925: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-03-18 13:57:35,926: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 13:57:35[0m
2024-03-18 13:57:35,927: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,928: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,928: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-18 13:57:35[0m
2024-03-18 13:57:35,928: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:57:35,928: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:57:35,930: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
