2024-03-18 13:37:14,338: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-03-18 13:37:16,147: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-03-18 13:37:16,148: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-18 13:37:16,149: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-03-18 13:37:16,149: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-18 13:37:16,150: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 13:37:16[0m
2024-03-18 13:37:16,155: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,167: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,411: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-03-18 13:37:16,418: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-18 13:37:16[0m
2024-03-18 13:37:16,418: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,418: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,419: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,420: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-03-18 13:37:16,420: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-03-18 13:37:16,420: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-03-18 13:37:16,420: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-03-18 13:37:16,426: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-18 13:37:16,427: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-03-18 13:37:16,428: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-03-18 13:37:16,430: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-03-18 13:37:16,430: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,430: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,431: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,432: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,432: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,433: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,435: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,435: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,436: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,436: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,436: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,437: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,440: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-03-18 13:37:16,440: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,441: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,441: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,441: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,442: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,442: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,444: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-03-18 13:37:16,444: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-03-18 13:37:16,444: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,445: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,445: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,446: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,446: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,447: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,448: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-03-18 13:37:16,449: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,450: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,453: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-18 13:37:16,453: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,453: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,455: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,456: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,456: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,457: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,459: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-03-18 13:37:16,460: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-18 13:37:16,464: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 13:37:16[0m
2024-03-18 13:37:16,465: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,467: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,468: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-18 13:37:16[0m
2024-03-18 13:37:16,468: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,468: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,469: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,469: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,469: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,470: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,471: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-18 13:37:16,472: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-03-18 13:37:16,473: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-03-18 13:37:16,474: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 13:37:16[0m
2024-03-18 13:37:16,475: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,475: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,476: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-18 13:37:16[0m
2024-03-18 13:37:16,476: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,476: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,477: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,477: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,477: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,477: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,479: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-18 13:37:16,481: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-03-18 13:37:16,482: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-03-18 13:37:16,485: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 13:37:16[0m
2024-03-18 13:37:16,486: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,488: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,490: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-18 13:37:16[0m
2024-03-18 13:37:16,490: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,490: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,492: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,494: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,494: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,496: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,498: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-03-18 13:37:16,503: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-03-18 13:37:16,504: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-03-18 13:37:16,512: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 13:37:16[0m
2024-03-18 13:37:16,512: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,518: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,523: root: INFO: [34mMLTrader : Trading iteration ended at 2024-03-18 13:37:16[0m
2024-03-18 13:37:16,523: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,524: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,525: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,526: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-18 13:37:16,526: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,528: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 13:37:16,530: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
